Age,Income,YratCom,DistFromHome,Overtime,JobSatist,Performance,Department,Educ,WorkLifeBalance,Attrition
52,117894,5,17,17,1,5,IT,Bachelor,2,1
59,24505,10,14,14,2,1,Marketing,Bachelor,5,1
51,70430,32,18,18,2,2,Marketing,Masters,4,1
44,113597,41,1,1,3,4,Marketing,PhD,3,0
26,83975,13,22,22,3,4,Marketing,PhD,5,1
42,126339,39,16,16,3,5,Marketing,Bachelor,4,1
54,88650,5,3,3,1,4,HR,PhD,2,1
58,103171,10,23,23,3,3,HR,Masters,1,0
26,83667,10,21,21,1,2,IT,Masters,3,1
49,106688,38,9,9,5,2,Marketing,Masters,4,0
39,33001,27,23,23,4,2,Marketing,Bachelor,3,1
34,52730,21,4,4,5,3,IT,Bachelor,1,1
44,45322,8,21,21,1,1,IT,PhD,1,1
39,127190,1,5,5,1,3,Finance,Masters,1,0
32,22050,28,11,11,4,2,IT,Masters,5,1
23,39327,39,21,21,2,2,IT,Bachelor,3,1
44,81414,14,9,9,2,2,IT,Bachelor,5,0
48,106428,21,3,3,2,4,Finance,Bachelor,1,1
40,78272,30,6,6,3,1,HR,Masters,4,0
36,88111,21,24,24,2,3,Finance,Masters,1,1
51,122690,9,11,11,3,2,HR,PhD,5,0
34,114703,17,9,9,3,5,IT,Masters,1,0
58,114334,5,15,15,2,1,Finance,PhD,1,1
57,54768,31,23,23,2,5,Finance,PhD,5,0
34,98154,40,3,3,4,1,HR,Masters,5,1
29,126437,38,1,1,4,2,Finance,PhD,4,0
51,111977,19,20,20,3,1,Finance,PhD,5,0
33,38236,36,22,22,4,1,Marketing,Bachelor,4,1
55,28882,33,19,19,3,2,HR,Masters,2,1
28,49432,13,14,14,1,5,Finance,PhD,2,1
37,73839,14,17,17,3,5,Finance,PhD,5,0
54,81762,33,22,22,3,4,IT,PhD,1,1
33,115336,29,14,14,4,5,Marketing,Masters,3,1
45,23614,36,17,17,1,5,Marketing,Bachelor,1,1
48,115696,10,14,14,5,1,IT,Bachelor,5,1
56,122918,31,12,12,5,4,IT,Masters,4,0
56,45113,6,16,16,5,2,IT,Masters,1,1
51,66503,1,1,1,1,2,IT,Masters,2,1
26,54029,7,13,13,2,3,Marketing,Masters,5,1
39,83848,27,6,6,1,4,Finance,Bachelor,1,1
57,76230,21,17,17,4,1,Finance,PhD,1,1
35,27434,28,12,12,3,3,IT,PhD,4,1
63,58369,16,23,23,3,3,HR,Masters,4,1
61,108379,23,19,19,4,2,IT,Masters,4,0
37,63519,20,6,6,4,5,Finance,PhD,3,1
51,36869,38,7,7,3,1,HR,Bachelor,5,0
51,65963,25,1,1,2,4,IT,Masters,5,1
33,35831,28,1,1,2,3,HR,Masters,2,0
54,92207,5,5,5,2,1,IT,Bachelor,2,0
24,100495,21,6,6,4,2,Marketing,Bachelor,5,0
36,86839,18,16,16,3,3,Finance,Bachelor,1,1
42,129130,6,16,16,3,3,IT,Masters,5,0
44,92183,29,14,14,3,2,HR,Bachelor,3,0
33,52868,19,1,1,1,2,Finance,Masters,2,1
49,118585,33,13,13,1,2,IT,Masters,2,1
25,94531,1,20,20,5,1,IT,Bachelor,2,0
39,63372,3,10,10,1,1,IT,PhD,5,0
50,110951,21,24,24,2,1,IT,Bachelor,2,1
51,43027,35,10,10,2,5,Marketing,PhD,2,1
43,121891,41,9,9,2,3,Finance,Bachelor,5,1
38,112140,40,13,13,2,1,Marketing,Bachelor,1,1
59,65853,3,3,3,5,5,Finance,Masters,2,0
42,51259,25,18,18,2,3,IT,Masters,2,0
28,68227,38,20,20,4,1,Finance,Masters,2,1
41,114279,20,2,2,4,2,HR,Masters,3,0
27,122512,34,17,17,4,4,Finance,Masters,5,0
25,91080,21,19,19,1,1,HR,Masters,2,1
23,69775,23,23,23,3,4,HR,Masters,3,1
60,119320,6,13,13,5,1,Marketing,PhD,1,1
37,71212,13,13,13,4,2,Finance,PhD,1,1
56,69135,23,1,1,4,4,IT,Masters,3,1
57,66856,9,2,2,2,5,Finance,PhD,1,0
47,25367,17,1,1,4,2,Marketing,Bachelor,4,0
46,124725,2,24,24,2,4,HR,PhD,1,1
34,76849,19,5,5,2,4,HR,Masters,4,0
40,65284,19,24,24,3,2,Marketing,PhD,3,1
37,125846,7,3,3,1,2,Marketing,Bachelor,4,0
38,30242,20,7,7,2,2,Finance,PhD,1,1
49,37448,9,24,24,2,3,HR,Masters,2,1
30,107194,17,22,22,3,5,Marketing,Bachelor,4,1
47,106839,27,13,13,2,1,Finance,Bachelor,1,1
39,58234,2,23,23,5,4,Finance,PhD,2,1
51,71084,36,18,18,1,1,IT,Bachelor,3,1
30,122460,19,24,24,5,2,HR,Bachelor,3,1
37,102115,17,21,21,4,5,Finance,Bachelor,5,1
49,125315,5,7,7,1,5,Marketing,Masters,3,1
29,30554,39,1,1,4,3,HR,Bachelor,5,0
25,122166,18,5,5,2,2,Marketing,PhD,3,0
51,112971,7,17,17,3,4,Marketing,PhD,3,0
46,51963,17,8,8,5,3,Finance,Bachelor,3,1
25,27532,39,15,15,4,2,Finance,PhD,5,0
42,124454,36,20,20,2,3,IT,Bachelor,5,0
37,77967,40,4,4,5,1,Marketing,PhD,4,0
47,23834,4,2,2,5,2,Finance,Bachelor,1,0
52,65851,38,5,5,4,4,IT,Bachelor,1,0
36,91638,25,1,1,2,4,HR,Bachelor,1,1
29,34121,5,5,5,3,2,IT,Masters,3,0
39,87688,30,6,6,4,3,IT,PhD,1,0
42,54886,12,2,2,5,5,Marketing,Bachelor,5,1
58,32713,4,1,1,5,2,HR,Masters,4,0
31,93002,24,4,4,1,4,Marketing,Masters,2,1
60,50830,29,7,7,2,1,Marketing,Bachelor,4,1
44,92377,9,22,22,1,4,IT,Bachelor,1,1
24,115414,4,1,1,3,5,IT,Bachelor,1,0
46,98614,24,1,1,4,4,Finance,Bachelor,5,0
30,59072,14,8,8,5,5,IT,Bachelor,4,0
33,106521,5,20,20,2,2,Finance,PhD,5,1
35,93610,18,16,16,5,4,Marketing,Bachelor,5,0
39,83424,19,21,21,1,3,IT,Bachelor,2,1
30,80606,12,13,13,1,3,HR,PhD,5,1
43,83658,18,23,23,4,4,HR,Masters,5,1
40,37724,17,24,24,2,4,Marketing,PhD,2,1
52,27040,30,23,23,2,1,Marketing,Masters,3,1
40,51923,24,18,18,4,4,IT,Masters,3,1
53,121034,11,20,20,1,1,Finance,PhD,2,1
60,112846,35,10,10,1,1,IT,Bachelor,5,1
54,22106,23,12,12,1,1,Finance,Masters,1,1
33,58327,17,1,1,5,1,IT,Bachelor,4,1
47,34730,1,10,10,3,2,HR,PhD,1,1
55,60996,15,9,9,1,3,HR,Masters,1,0
60,86962,32,3,3,3,1,Finance,Bachelor,5,0
63,72854,9,19,19,3,3,IT,Masters,4,0
30,54044,15,9,9,2,1,Marketing,Masters,4,1
33,62056,28,10,10,4,3,Finance,PhD,3,1
44,58382,24,19,19,5,4,HR,Bachelor,2,0
46,52612,35,16,16,3,4,Finance,Bachelor,5,1
63,32569,22,24,24,5,3,IT,Masters,4,1
39,69811,27,18,18,2,1,Marketing,Bachelor,5,1
34,51989,19,14,14,1,2,Marketing,Masters,3,1
54,31273,12,3,3,3,3,Finance,PhD,1,1
37,124111,20,2,2,4,5,IT,PhD,4,0
38,127029,1,1,1,2,2,IT,Bachelor,3,0
44,63970,21,18,18,5,5,Marketing,PhD,5,0
50,73745,1,24,24,1,3,HR,PhD,3,1
42,81105,10,9,9,5,1,IT,Bachelor,3,1
55,55186,32,13,13,4,5,Marketing,Masters,3,1
32,130031,39,2,2,3,3,Marketing,PhD,3,0
62,36585,22,7,7,4,2,IT,Bachelor,3,1
54,48962,18,16,16,5,1,IT,Bachelor,3,0
55,98188,32,21,21,5,5,Finance,Bachelor,2,1
24,47877,27,19,19,4,3,HR,PhD,5,1
55,65868,28,15,15,4,1,Finance,PhD,1,1
55,94223,18,22,22,4,1,Finance,Masters,5,0
63,124034,39,11,11,1,4,Marketing,Masters,4,1
35,117344,29,1,1,5,1,Marketing,Masters,4,0
52,22631,18,21,21,2,3,HR,Masters,5,1
55,33590,8,7,7,1,2,Finance,Masters,3,1
35,26348,31,20,20,1,4,Finance,Masters,2,1
48,71724,34,8,8,1,3,Marketing,Bachelor,1,0
44,125275,7,10,10,2,3,Marketing,Masters,3,0
61,116550,36,5,5,4,3,IT,PhD,5,0
24,26908,18,9,9,5,5,Finance,Masters,5,0
60,26148,38,1,1,3,5,HR,PhD,2,1
61,91214,9,2,2,3,2,Finance,Masters,2,1
48,65863,9,19,19,5,3,Marketing,Bachelor,5,1
37,59319,8,14,14,2,5,IT,Bachelor,3,1
56,56786,35,20,20,3,5,Finance,PhD,3,1
64,64129,18,10,10,1,5,HR,Masters,3,1
62,45099,5,9,9,3,2,Marketing,Bachelor,1,1
33,65356,14,10,10,5,2,IT,Bachelor,1,1
25,73673,28,6,6,1,3,Finance,Masters,3,0
28,63067,30,17,17,3,4,HR,PhD,5,1
31,99449,4,6,6,5,3,Marketing,PhD,2,0
28,123937,39,4,4,2,5,HR,PhD,4,0
31,24495,20,20,20,5,5,Finance,Bachelor,2,0
61,73631,25,3,3,2,1,Marketing,Masters,2,0
53,24677,28,23,23,1,3,Finance,Bachelor,4,0
54,114824,12,19,19,5,5,IT,Bachelor,3,0
63,77394,2,18,18,4,5,Finance,Bachelor,2,1
34,60673,14,24,24,4,4,IT,Bachelor,4,1
30,97981,22,4,4,4,1,Finance,Masters,5,0
30,47221,31,8,8,4,3,HR,Bachelor,5,0
50,118285,23,17,17,4,2,HR,Bachelor,5,1
42,32978,20,5,5,2,3,Marketing,PhD,3,1
29,98762,38,13,13,5,3,HR,Bachelor,2,1
33,59462,4,1,1,1,4,HR,Masters,2,1
42,58859,15,13,13,4,3,IT,Bachelor,1,1
38,69851,24,4,4,4,4,HR,Masters,5,0
26,28390,25,22,22,1,4,IT,Masters,3,1
28,73670,1,24,24,1,5,IT,Masters,4,1
44,112015,7,14,14,4,2,IT,PhD,3,0
48,24296,31,3,3,2,4,Finance,PhD,2,1
25,71597,12,5,5,1,1,IT,Bachelor,5,1
63,109913,5,7,7,5,1,Finance,Bachelor,1,1
64,67190,38,1,1,5,2,IT,Bachelor,3,1
36,55316,12,23,23,2,4,Finance,Masters,1,1
33,113795,39,12,12,3,2,Marketing,Masters,2,1
40,48860,18,11,11,2,5,Marketing,Masters,4,0
34,101612,2,24,24,4,1,Finance,Bachelor,3,1
45,95847,10,8,8,3,3,Marketing,Bachelor,2,0
34,44249,15,6,6,4,1,HR,Bachelor,5,0
35,67009,30,22,22,5,4,IT,Bachelor,3,0
47,101844,17,2,2,1,2,Finance,PhD,1,0
41,49111,4,19,19,4,1,Marketing,PhD,3,1
58,43924,7,20,20,5,3,Marketing,PhD,2,1
30,46037,41,20,20,2,3,HR,Bachelor,2,1
51,109837,31,24,24,4,2,IT,PhD,1,1
54,24804,39,14,14,5,2,HR,PhD,2,1
40,115219,34,1,1,1,1,Finance,Bachelor,3,1
28,131076,6,10,10,4,4,Marketing,PhD,1,1
40,29940,38,16,16,5,5,Marketing,Bachelor,2,1
41,86839,34,4,4,4,3,Marketing,Bachelor,2,1
44,90756,15,11,11,1,2,HR,Bachelor,3,1
59,55579,14,16,16,4,5,HR,Masters,2,1
54,31191,6,20,20,4,5,IT,Bachelor,3,1
63,64153,37,1,1,5,5,Finance,PhD,5,0
25,69578,32,16,16,3,4,IT,PhD,3,1
50,69922,3,19,19,4,2,IT,Bachelor,4,1
32,36597,3,21,21,3,3,Marketing,Masters,2,1
57,22584,22,22,22,2,2,HR,Masters,5,1
51,111125,22,9,9,4,1,Finance,Masters,1,0
37,39803,10,9,9,3,3,IT,PhD,4,0
55,77526,3,9,9,2,2,Finance,Masters,1,0
29,66449,12,17,17,5,3,Marketing,Masters,4,0
34,100456,29,12,12,4,1,IT,Bachelor,5,1
52,76233,17,13,13,5,3,HR,Masters,5,1
43,113981,7,8,8,2,5,IT,Masters,5,1
53,43553,13,16,16,5,4,Marketing,Masters,4,1
46,86626,2,18,18,5,1,IT,Bachelor,3,1
42,38547,4,1,1,1,3,Marketing,Bachelor,1,0
59,56574,10,1,1,2,1,IT,Masters,3,1
26,90889,39,12,12,5,5,Finance,PhD,3,0
50,54086,24,6,6,3,4,HR,PhD,2,0
42,81111,17,9,9,2,1,Marketing,Bachelor,1,1
46,123072,6,23,23,1,5,Finance,Masters,4,1
54,80761,19,5,5,4,5,Marketing,PhD,2,1
63,33491,5,16,16,5,5,IT,Masters,2,0
58,99213,32,18,18,3,3,Marketing,Bachelor,5,1
56,42090,10,17,17,1,2,Marketing,PhD,4,1
58,66300,9,18,18,2,1,HR,Bachelor,3,0
24,85886,27,1,1,5,2,Finance,Masters,3,0
37,111705,13,19,19,1,5,IT,Bachelor,3,1
56,62917,19,22,22,1,2,HR,Bachelor,5,1
58,41910,21,8,8,3,5,Marketing,Bachelor,3,1
28,122836,24,3,3,4,5,HR,Bachelor,1,0
61,108512,38,5,5,4,4,Marketing,PhD,3,1
64,57845,4,23,23,4,4,IT,Masters,3,1
34,57624,24,8,8,2,2,Marketing,PhD,1,1
25,56607,35,19,19,1,1,HR,Masters,5,0
40,57654,3,18,18,2,2,HR,Masters,2,1
62,99155,4,18,18,1,1,Marketing,Masters,4,1
43,130858,37,21,21,3,2,Finance,Masters,5,0
37,115497,40,1,1,3,3,HR,Masters,3,1
55,98416,35,15,15,2,3,Finance,PhD,2,1
57,39288,31,18,18,2,1,Finance,Masters,4,0
48,98588,25,7,7,3,4,Finance,Bachelor,4,1
30,103385,40,16,16,5,1,Finance,PhD,4,1
58,67827,13,16,16,4,2,HR,PhD,1,1
52,87939,4,15,15,4,5,HR,Masters,1,1
45,66430,14,6,6,3,3,Finance,Bachelor,2,0
64,109710,13,9,9,4,5,HR,Bachelor,3,0
36,47983,27,7,7,5,3,Finance,Masters,2,1
36,78147,6,14,14,5,2,Finance,Masters,3,0
24,106725,17,11,11,1,3,Finance,Bachelor,5,1
59,80963,36,21,21,2,1,Marketing,PhD,4,0
27,123734,40,16,16,4,5,IT,PhD,4,1
60,61092,35,6,6,5,5,HR,Masters,1,0
63,54735,17,22,22,2,2,HR,PhD,5,1
36,73641,41,16,16,2,5,Finance,PhD,5,0
61,82849,2,20,20,1,2,Marketing,Bachelor,3,1
47,38913,13,16,16,2,4,Marketing,PhD,5,1
42,84436,2,12,12,2,1,HR,Bachelor,1,1
24,60626,28,17,17,3,3,Finance,Masters,3,0
61,86465,26,5,5,1,3,HR,Masters,2,1
28,62086,22,13,13,1,3,Finance,Bachelor,3,1
39,55636,3,8,8,4,4,Finance,Bachelor,2,1
47,32539,35,24,24,2,1,IT,Masters,3,1
50,89079,12,5,5,4,5,Finance,Bachelor,4,0
24,98423,24,12,12,5,5,IT,Masters,2,0
57,28773,5,9,9,2,1,HR,Masters,1,1
59,63523,20,3,3,5,1,HR,Masters,2,1
27,65221,39,3,3,3,3,Marketing,Masters,2,0
23,123496,39,1,1,2,5,IT,Masters,3,0
62,43753,13,22,22,4,1,HR,Masters,4,1
34,49130,41,18,18,4,5,IT,PhD,3,1
58,74867,12,24,24,2,1,HR,PhD,3,1
45,106395,13,12,12,4,2,IT,Masters,4,1
53,82507,10,9,9,2,3,IT,PhD,3,1
33,93989,33,9,9,1,1,Finance,Bachelor,4,1
32,71436,40,18,18,4,4,HR,Bachelor,1,1
25,121075,16,18,18,2,1,Marketing,Masters,4,1
36,26800,35,7,7,2,2,Finance,PhD,5,0
38,29399,3,4,4,4,4,Marketing,Bachelor,4,1
32,53369,5,13,13,1,4,IT,Bachelor,4,1
51,38681,26,17,17,4,1,Finance,Bachelor,5,0
32,50367,11,24,24,2,2,IT,Bachelor,4,1
34,98194,7,2,2,1,4,HR,PhD,2,1
52,124552,10,14,14,5,3,HR,Bachelor,3,1
63,75356,34,3,3,3,3,Marketing,Bachelor,3,1
23,73791,3,5,5,4,5,HR,Bachelor,1,1
27,34140,8,14,14,2,5,Marketing,Masters,1,1
42,115319,31,3,3,1,2,IT,Bachelor,5,1
30,44502,11,23,23,1,4,Finance,Bachelor,2,1
34,100890,7,7,7,5,3,HR,PhD,1,0
23,53623,2,18,18,4,3,IT,Bachelor,3,1
42,69702,6,13,13,1,2,Finance,Bachelor,1,1
50,109945,41,23,23,5,4,IT,Bachelor,1,1
59,58933,32,22,22,2,2,Marketing,Masters,4,1
59,66862,20,10,10,5,1,IT,PhD,1,0
34,87047,34,13,13,4,3,Marketing,PhD,5,1
59,88372,16,16,16,5,2,Marketing,Masters,3,1
50,49440,25,9,9,1,2,HR,Masters,5,1
37,95407,12,2,2,1,1,Marketing,PhD,5,1
28,74112,7,23,23,3,5,Marketing,Bachelor,2,1
42,121448,39,5,5,5,3,IT,PhD,4,0
36,65309,17,22,22,2,2,Marketing,Masters,5,0
24,45945,11,17,17,4,3,Marketing,Bachelor,2,1
31,97456,6,23,23,3,5,IT,PhD,3,1
59,59615,23,22,22,5,2,Finance,Bachelor,3,1
42,47853,27,4,4,2,1,HR,Bachelor,2,1
48,71059,6,17,17,3,3,IT,Masters,5,0
51,42238,38,9,9,1,1,Marketing,PhD,5,1
23,44781,2,20,20,4,5,IT,Masters,4,0
57,22117,22,2,2,5,5,Finance,PhD,4,0
28,38458,20,24,24,2,3,IT,PhD,3,1
59,37813,25,18,18,1,5,IT,Bachelor,4,1
27,50977,15,21,21,3,4,IT,Bachelor,2,0
55,112794,29,22,22,4,3,IT,Bachelor,3,1
36,25662,8,11,11,3,4,Marketing,Masters,5,0
34,126936,37,13,13,3,5,IT,Bachelor,3,0
64,88543,33,8,8,2,3,Finance,Masters,1,0
42,102678,22,1,1,1,4,IT,Bachelor,3,0
46,42798,5,17,17,5,5,IT,Masters,4,0
56,47097,39,12,12,2,2,Marketing,PhD,2,0
47,103484,18,4,4,4,2,Marketing,Masters,5,1
51,93160,38,21,21,3,1,IT,Masters,5,1
61,129950,37,13,13,4,2,Marketing,Masters,4,1
53,41173,30,9,9,2,4,Marketing,PhD,4,1
45,57873,31,7,7,2,2,IT,Masters,4,1
60,55371,10,23,23,5,3,Marketing,PhD,1,1
42,107593,15,24,24,3,3,HR,Bachelor,2,1
45,24017,18,5,5,2,3,HR,Bachelor,1,1
38,87815,23,5,5,4,2,HR,PhD,4,1
64,66449,33,17,17,5,2,Marketing,Masters,2,0
30,38017,16,9,9,4,1,HR,Bachelor,4,0
43,119960,38,6,6,3,5,Finance,Masters,2,0
23,111926,35,19,19,5,1,HR,Masters,5,1
30,100192,34,16,16,5,4,Finance,PhD,1,0
51,34305,28,21,21,5,3,Marketing,Bachelor,4,0
54,124390,2,2,2,1,2,HR,PhD,4,1
60,50815,30,10,10,5,5,Finance,PhD,3,1
27,119451,13,16,16,4,5,Marketing,PhD,5,1
44,103073,41,5,5,4,2,HR,PhD,4,1
56,89828,16,15,15,3,1,IT,Masters,1,1
23,72271,5,13,13,2,5,HR,Bachelor,5,1
48,108822,28,13,13,2,1,HR,Bachelor,4,1
32,60351,39,13,13,1,2,HR,Bachelor,1,0
52,57417,20,15,15,5,1,IT,Masters,3,0
40,118196,24,14,14,1,3,Finance,Masters,3,0
39,115373,27,8,8,3,2,Finance,PhD,1,0
48,97317,30,11,11,3,2,IT,PhD,5,0
30,63172,27,18,18,2,5,HR,PhD,1,1
62,55638,26,24,24,3,5,HR,PhD,1,1
34,86200,7,4,4,5,5,HR,Bachelor,3,0
49,96756,38,10,10,4,3,Finance,PhD,3,0
30,126841,5,1,1,3,3,Finance,Masters,3,1
47,36822,23,5,5,1,4,IT,Masters,4,1
26,114531,28,13,13,5,2,Marketing,Masters,4,0
55,72540,34,1,1,3,5,IT,PhD,2,1
23,59142,15,23,23,3,2,Finance,Bachelor,4,1
41,45300,32,8,8,5,1,HR,Bachelor,5,0
53,68668,26,3,3,3,3,HR,PhD,5,0
38,50216,31,3,3,4,4,HR,PhD,3,1
36,82729,19,7,7,2,1,HR,Masters,1,0
27,106662,9,4,4,5,2,Marketing,Masters,3,0
63,85258,29,3,3,1,3,IT,Bachelor,1,1
48,57532,39,15,15,3,5,IT,Masters,3,1
50,98148,4,8,8,2,1,Finance,Masters,3,1
24,83028,3,3,3,1,3,IT,PhD,5,1
28,92044,29,7,7,1,2,Marketing,Bachelor,1,1
31,47439,11,18,18,4,2,Marketing,PhD,2,1
55,101732,33,11,11,2,1,Marketing,Bachelor,2,1
63,36248,38,11,11,5,1,HR,PhD,3,1
47,116629,11,17,17,2,1,Finance,Bachelor,3,1
35,84681,27,6,6,2,4,Marketing,Masters,5,0
31,28558,33,8,8,1,5,IT,Bachelor,1,1
35,123068,21,1,1,4,3,IT,Bachelor,3,1
53,54847,39,10,10,4,2,IT,PhD,2,1
63,65383,31,19,19,2,2,Marketing,Bachelor,1,0
33,55601,38,3,3,2,5,Marketing,Bachelor,3,1
26,128523,2,4,4,3,1,IT,Bachelor,1,0
56,74570,27,11,11,1,1,Marketing,PhD,5,1
60,39289,36,15,15,5,2,IT,Bachelor,2,1
26,87120,11,1,1,5,5,HR,PhD,1,1
60,118376,18,9,9,4,2,Marketing,Masters,2,0
41,58521,1,11,11,1,1,HR,PhD,3,1
28,105092,35,19,19,4,3,HR,Bachelor,4,0
56,45907,35,13,13,5,1,Marketing,Masters,1,1
40,66300,31,16,16,2,3,IT,Bachelor,2,0
35,68201,28,4,4,1,4,Finance,PhD,1,0
63,108638,39,1,1,1,5,HR,Masters,3,1
45,120046,1,20,20,3,4,Marketing,Masters,3,1
41,115222,25,13,13,2,1,HR,Masters,2,1
33,118307,38,1,1,2,5,IT,Bachelor,5,1
23,98226,20,5,5,4,1,Marketing,Masters,1,1
46,120285,3,5,5,1,5,Finance,Masters,1,1
29,97238,2,14,14,4,5,Marketing,Masters,3,1
47,93110,18,23,23,2,1,HR,Masters,1,1
43,91928,10,14,14,3,1,Marketing,PhD,2,1
37,30124,5,8,8,1,5,Marketing,Bachelor,4,0
23,32836,9,4,4,2,5,HR,Bachelor,3,1
34,58203,2,7,7,3,1,Finance,Masters,4,1
29,55254,34,20,20,5,1,IT,PhD,1,1
37,61764,38,19,19,2,2,Marketing,Masters,5,0
43,78898,31,15,15,5,2,Finance,Bachelor,2,1
41,125613,10,22,22,4,2,IT,Bachelor,1,1
51,106092,12,4,4,5,4,HR,Bachelor,2,1
47,33008,36,19,19,2,5,Finance,Masters,1,1
55,109873,21,9,9,5,3,Finance,Masters,1,0
54,55332,6,21,21,1,4,Marketing,PhD,1,1
57,27655,3,13,13,2,5,HR,PhD,3,1
60,94288,10,14,14,3,3,Marketing,Bachelor,4,1
48,90712,5,23,23,5,2,HR,Bachelor,5,1
33,92446,26,14,14,1,3,IT,PhD,4,1
57,44078,21,22,22,4,1,Marketing,Bachelor,4,1
30,57509,26,10,10,4,1,HR,PhD,2,0
36,52171,38,16,16,5,5,HR,Masters,3,1
32,36125,26,5,5,4,4,Finance,Bachelor,3,1
24,117903,8,23,23,3,2,Marketing,Bachelor,1,1
31,27146,5,6,6,2,5,Marketing,PhD,4,1
25,89667,15,2,2,1,2,IT,Masters,5,1
43,74605,16,13,13,5,1,HR,Bachelor,2,1
48,111679,1,13,13,4,4,Finance,Bachelor,3,1
30,101682,16,19,19,2,4,HR,PhD,1,1
24,47527,37,18,18,3,1,HR,Masters,5,1
28,35940,3,19,19,4,3,HR,PhD,4,1
50,75449,31,1,1,4,4,Marketing,Masters,5,0
51,116004,13,8,8,1,3,HR,Masters,3,0
48,52822,16,22,22,3,2,IT,PhD,2,1
47,74027,21,16,16,3,4,Finance,PhD,4,1
34,41524,2,2,2,5,1,Finance,Masters,2,1
27,68560,27,8,8,1,3,HR,PhD,5,1
56,127055,38,6,6,5,2,Finance,Bachelor,5,0
59,85099,26,16,16,1,2,HR,Bachelor,1,1
37,94481,38,23,23,3,4,Marketing,Bachelor,4,0
58,69488,25,11,11,1,4,Finance,Bachelor,5,1
37,112965,11,17,17,1,5,Marketing,Bachelor,3,0
45,123934,8,23,23,1,5,Marketing,PhD,3,1
28,58096,8,19,19,2,4,IT,Masters,2,0
43,22484,33,11,11,2,5,IT,PhD,3,1
45,119704,7,8,8,3,1,Finance,Bachelor,5,1
38,41202,38,22,22,1,1,HR,Bachelor,3,1
37,100738,21,4,4,3,5,HR,PhD,4,0
47,51791,8,11,11,2,4,HR,PhD,2,0
58,106339,21,8,8,1,1,HR,Masters,4,1
33,22831,20,9,9,5,2,IT,Bachelor,5,0
37,97516,8,2,2,2,4,HR,PhD,5,1
26,116954,31,16,16,2,3,HR,Masters,3,0
43,86489,29,6,6,2,3,Marketing,Bachelor,1,0
35,94432,9,21,21,1,4,HR,Bachelor,1,1
44,61018,15,21,21,4,5,HR,Bachelor,5,1
41,39976,30,19,19,5,1,IT,PhD,5,0
56,38913,26,8,8,5,1,Finance,Bachelor,2,1
36,83759,10,14,14,3,4,Marketing,Bachelor,5,0
26,31855,29,24,24,1,2,Marketing,Masters,5,1
49,83083,16,16,16,2,5,Finance,PhD,2,1
51,45384,36,12,12,4,2,Marketing,Masters,4,1
50,81735,20,5,5,1,4,HR,PhD,4,1
57,108583,37,24,24,1,4,HR,Bachelor,2,1
30,66349,22,24,24,4,2,Finance,Masters,2,1
38,26443,7,19,19,2,3,IT,PhD,4,1
64,104969,23,18,18,1,4,IT,PhD,4,0
58,34106,41,9,9,5,5,Marketing,Bachelor,4,0
52,96016,40,2,2,5,2,IT,Bachelor,4,1
40,94676,29,20,20,4,3,IT,Masters,3,1
24,125380,16,12,12,2,2,IT,Masters,2,1
35,108709,38,2,2,4,3,IT,PhD,1,0
26,56001,28,10,10,1,3,IT,Masters,3,0
48,88591,38,1,1,5,5,IT,Bachelor,1,1
47,26541,31,4,4,3,4,IT,Masters,1,1
52,78455,14,12,12,4,3,Marketing,Masters,5,1
33,90140,33,9,9,3,4,HR,PhD,2,0
29,127541,9,4,4,3,5,IT,Bachelor,3,1
53,25169,27,9,9,5,4,HR,PhD,2,1
32,79347,24,6,6,4,1,Finance,Bachelor,4,1
61,27127,13,1,1,3,3,HR,Bachelor,2,0
35,124326,26,10,10,1,5,Finance,PhD,1,0
53,41318,29,14,14,2,2,Marketing,Masters,4,1
29,47294,28,22,22,2,5,HR,PhD,2,1
64,112970,28,18,18,5,3,Finance,Masters,2,0
64,41087,8,6,6,4,5,HR,PhD,1,0
58,74941,23,18,18,4,2,Marketing,PhD,4,1
42,45903,29,20,20,2,1,HR,Masters,1,1
26,130020,5,16,16,1,3,Finance,Masters,2,1
29,46433,7,15,15,2,3,IT,Masters,3,1
23,44353,36,16,16,2,5,IT,PhD,3,1
64,98863,41,8,8,4,4,IT,Masters,5,0
35,36909,27,13,13,3,4,Marketing,Masters,3,0
44,45473,2,23,23,1,2,IT,Masters,4,1
43,110963,25,11,11,4,1,Marketing,Bachelor,5,0
44,26935,9,7,7,2,1,IT,Masters,4,1
50,119914,27,17,17,3,5,Marketing,Masters,3,0
31,43033,1,18,18,1,5,Marketing,Masters,3,0
48,73453,23,22,22,5,4,HR,Bachelor,2,1
31,116749,10,23,23,1,1,IT,Bachelor,4,0
37,61264,25,19,19,1,1,HR,Masters,1,1
32,68137,3,13,13,2,1,Finance,Masters,2,1
46,47431,6,15,15,2,2,IT,Masters,4,1
64,100567,6,23,23,5,2,IT,Masters,5,1
30,44164,2,22,22,5,5,IT,Bachelor,4,1
46,106400,18,22,22,5,4,IT,Masters,5,1
38,104809,23,1,1,4,3,HR,Bachelor,5,0
48,111046,2,16,16,4,4,HR,PhD,3,0
49,112980,12,5,5,2,2,Marketing,Bachelor,1,1
59,88712,22,3,3,2,2,HR,PhD,4,1
26,76113,37,23,23,5,5,Marketing,Bachelor,1,0
46,81460,20,10,10,4,3,Finance,Bachelor,5,1
